Date,Open,High,Low,Close,Adj Close,Volume
2011-03-17,42.599998,44.000000,41.700199,43.400002,43.400002,2700000
2011-03-18,43.400002,44.400002,41.000198,42.000000,42.000000,1450000
2011-03-21,41.225399,41.225601,41.225399,41.225601,41.225601,5000
2011-03-22,40.100201,41.997799,39.000198,41.200001,41.200001,1565000
2011-03-23,41.599998,42.319801,41.000000,41.200001,41.200001,1160000
2011-03-24,41.200001,41.200001,41.200001,41.200001,41.200001,0
2011-03-25,41.200001,41.200001,41.200001,41.200001,41.200001,0
2011-03-28,39.999802,40.099998,38.799999,38.900200,38.900200,550000
2011-03-29,40.060001,40.060001,35.701199,36.299999,36.299999,3120000
2011-03-30,36.400002,36.400002,33.220001,33.799999,33.799999,5240000
2011-03-31,33.799999,34.399799,33.799999,34.020000,34.020000,1595000
2011-04-01,34.020000,34.020000,34.020000,34.020000,34.020000,0
2011-04-04,34.599998,35.285599,34.259998,34.599998,34.599998,2710000
2011-04-05,34.599998,34.599998,34.599998,34.599998,34.599998,0
2011-04-06,34.400002,35.979599,34.320202,35.799999,35.799999,2615000
2011-04-07,36.000000,36.480400,35.500198,36.000000,36.000000,1965000
2011-04-08,35.980000,36.499802,35.980000,36.200001,36.200001,1140000
2011-04-11,36.099998,36.599998,35.995800,36.000000,36.000000,1010000
2011-04-12,36.000198,36.399601,34.999802,35.200001,35.200001,1655000
2011-04-13,35.400002,35.700001,35.000000,35.000000,35.000000,1315000
2011-04-14,34.799999,35.400002,34.360199,34.599998,34.599998,1225000
2011-04-15,34.999802,34.999802,34.099998,34.400002,34.400002,1435000
2011-04-18,34.400002,34.400002,34.400002,34.400002,34.400002,0
2011-04-19,31.600000,32.000000,31.100000,31.600000,31.600000,2540000
2011-04-20,31.600000,32.900002,31.400000,32.200001,32.200001,2115000
2011-04-25,32.980000,32.999599,29.799999,31.120001,31.120001,1690000
2011-04-26,31.260000,32.360001,31.260000,31.799999,31.799999,1490000
2011-04-27,32.000000,33.599998,32.000000,33.000000,33.000000,2420000
2011-04-28,33.180000,34.240002,32.700001,33.000000,33.000000,30340000
2011-04-29,33.102001,33.102001,32.021999,32.200001,32.200001,3105000
2011-05-02,32.980000,33.000000,30.719999,31.000000,31.000000,2025000
2011-05-03,31.600000,31.600000,28.860201,29.980400,29.980400,2260000
2011-05-04,30.000000,30.139999,28.240200,28.900400,28.900400,2215000
2011-05-05,28.600000,29.359800,27.900000,28.299999,28.299999,1640000
2011-05-06,29.139999,30.000200,28.000200,28.600000,28.600000,1230000
2011-05-09,31.463800,31.464001,31.463800,31.464001,31.464001,5000
2011-05-10,31.464001,31.464001,31.464001,31.464001,31.464001,0
2011-05-11,30.599800,30.599800,28.600000,29.000000,29.000000,2720000
2011-05-12,28.700800,29.000000,28.000000,28.700001,28.700001,2020000
2011-05-13,28.900000,28.900000,27.700199,28.579800,28.579800,2305000
2011-05-16,28.579800,28.579800,28.579800,28.579800,28.579800,0
2011-05-17,28.400000,28.400000,27.500000,28.280001,28.280001,1065000
2011-05-18,28.340000,29.000000,28.200001,28.900000,28.900000,1610000
2011-05-19,28.899200,29.239799,28.600000,29.000000,29.000000,1190000
2011-05-20,29.400000,29.440001,29.000000,29.100000,29.100000,980000
2011-05-23,28.496799,28.700001,27.999800,28.299999,28.299999,970000
2011-05-24,28.600000,28.699400,28.000000,28.000000,28.000000,845000
2011-05-25,28.000000,28.360001,27.799999,27.899599,27.899599,1130000
2011-05-26,27.899599,30.699800,27.899599,29.799999,29.799999,3515000
2011-05-27,30.000000,30.000000,28.400200,28.580000,28.580000,1225000
2011-05-30,28.700001,29.198200,28.620001,28.839800,28.839800,315000
2011-05-31,28.799999,29.201000,27.600000,28.400000,28.400000,9555000
2011-06-01,28.040001,28.228201,27.600000,28.100000,28.100000,1260000
2011-06-02,28.295601,28.295601,27.040001,27.499800,27.499800,1965000
2011-06-03,27.200001,27.599001,26.620199,26.799999,26.799999,2455000
2011-06-06,27.000000,27.000000,26.200001,26.420000,26.420000,3230000
2011-06-07,27.030001,27.399799,26.220200,26.400000,26.400000,2670000
2011-06-08,26.500000,26.680000,26.299999,26.420000,26.420000,1925000
2011-06-09,26.500000,28.000000,26.500000,28.000000,28.000000,2375000
2011-06-10,28.200001,28.200001,27.000000,27.000000,27.000000,3345000
2011-06-13,27.200001,27.320000,27.000200,27.200199,27.200199,525000
2011-06-14,27.400000,27.959999,27.110001,27.600000,27.600000,1375000
2011-06-15,27.539801,28.139799,27.240400,27.340000,27.340000,1510000
2011-06-16,27.500000,27.799999,26.500000,27.299801,27.299801,1650000
2011-06-17,27.400000,28.100000,27.040001,27.500000,27.500000,1830000
2011-06-20,27.500000,27.500000,27.500000,27.500000,27.500000,0
2011-06-21,27.980000,28.159599,27.540400,28.120199,28.120199,1235000
2011-06-22,28.000000,28.245399,27.869801,28.000000,28.000000,1855000
2011-06-24,27.999800,27.999800,27.140200,27.500000,27.500000,1510000
2011-06-27,27.500000,27.500000,26.600000,27.400000,27.400000,2190000
2011-06-28,27.799999,28.274000,27.100201,27.600000,27.600000,3190000
2011-06-29,27.639999,27.899799,27.220200,27.700199,27.700199,2075000
2011-06-30,27.919800,28.999800,27.660000,28.000000,28.000000,2040000
2011-07-01,27.799999,29.700001,27.799999,29.700001,29.700001,2140000
2011-07-04,29.799999,31.700001,29.799999,31.299999,31.299999,1265000
2011-07-05,31.000401,32.200001,31.000401,31.600000,31.600000,2390000
2011-07-06,31.600000,32.340000,31.360201,32.000198,32.000198,2770000
2011-07-07,32.100201,33.439999,32.100201,33.139999,33.139999,2985000
2011-07-08,32.980000,32.980000,31.020201,31.200001,31.200001,3435000
2011-07-11,30.420000,32.020000,30.420000,31.940001,31.940001,1300000
2011-07-12,31.980000,33.339600,31.700199,32.080002,32.080002,2175000
2011-07-13,32.200001,32.900002,31.800200,32.900002,32.900002,2340000
2011-07-14,33.000000,33.393398,31.799999,32.240002,32.240002,2980000
2011-07-15,32.240200,32.399799,31.500000,31.500000,31.500000,1225000
2011-07-18,31.680000,31.680000,29.650000,30.000000,30.000000,3165000
2011-07-19,30.600000,30.959999,29.900000,30.700001,30.700001,980000
2011-07-20,31.200001,31.799999,30.000000,30.200001,30.200001,4805000
2011-07-21,30.200001,31.860001,30.200001,30.980000,30.980000,4915000
2011-07-22,31.200001,31.499599,29.600201,30.799999,30.799999,835000
2011-07-25,30.959801,31.000000,29.800200,30.580000,30.580000,720000
2011-07-26,30.400200,30.760000,30.040800,30.299999,30.299999,1205000
2011-07-27,30.000000,30.200199,28.799999,28.900200,28.900200,1535000
2011-07-28,29.000000,30.499800,28.700001,28.700001,28.700001,980000
2011-07-29,28.700001,28.980000,28.000000,28.920000,28.920000,680000
2011-08-01,29.172001,29.824800,29.172001,29.599800,29.599800,2165000
2011-08-02,29.699800,30.000000,28.600000,28.780001,28.780001,950000
2011-08-03,28.599800,28.600000,26.200001,26.900000,26.900000,3085000
2011-08-04,26.299999,26.299999,22.420000,23.200001,23.200001,5600000
2011-08-05,23.799999,24.420000,21.400000,22.219999,22.219999,3625000
2011-08-08,20.000000,21.200001,19.240200,19.700001,19.700001,4055000
2011-08-09,20.000000,21.000000,19.600000,21.000000,21.000000,3640000
2011-08-10,20.200001,20.299999,19.220200,19.799801,19.799801,2460000
2011-08-11,19.999800,21.699800,19.799999,21.600000,21.600000,2205000
2011-08-12,21.780001,23.020201,21.600000,21.600000,21.600000,2420000
2011-08-15,21.600000,21.600000,21.600000,21.600000,21.600000,0
2011-08-16,22.299999,22.500000,21.100000,21.400000,21.400000,2275000
2011-08-17,21.500000,22.040001,20.620001,20.620001,20.620001,4190000
2011-08-18,19.620199,19.799801,18.799999,19.040001,19.040001,2705000
2011-08-19,19.000000,19.899401,18.600201,19.059999,19.059999,1815000
2011-08-22,19.700001,19.999001,17.700001,17.799999,17.799999,3440000
2011-08-23,18.200001,18.200001,17.500200,17.799999,17.799999,4680000
2011-08-24,17.800200,17.999001,17.400000,17.500000,17.500000,860000
2011-08-25,17.600000,18.620001,17.480000,18.160200,18.160200,2465000
2011-08-26,18.200001,18.799999,17.700001,18.000200,18.000200,1455000
2011-08-29,18.520000,19.500000,18.520000,19.500000,19.500000,2560000
2011-08-30,19.699800,20.400200,19.101000,20.299999,20.299999,1325000
2011-08-31,20.500000,20.980000,20.299801,20.980000,20.980000,1595000
2011-09-01,21.999800,21.999800,21.100201,21.299999,21.299999,1185000
2011-09-02,21.180000,21.180000,20.450199,20.600000,20.600000,1500000
2011-09-05,20.600000,20.600000,19.000401,19.199800,19.199800,1165000
2011-09-06,18.700199,19.180000,18.700199,19.000000,19.000000,1625000
2011-09-08,19.299999,19.600201,18.220200,18.699400,18.699400,2265000
2011-09-09,18.459999,18.699400,17.260000,17.900000,17.900000,3100000
2011-09-12,17.600201,18.400000,17.100000,18.400000,18.400000,3885000
2011-09-13,18.440001,19.969999,18.440001,19.900200,19.900200,4010000
2011-09-14,19.900200,20.300200,18.919800,19.620001,19.620001,1505000
2011-09-15,19.750000,20.200001,19.160000,20.000000,20.000000,2280000
2011-09-16,19.840000,20.160000,19.599800,19.599800,19.599800,1380000
2011-09-19,19.398199,19.398199,18.300200,18.942400,18.942400,2010000
2011-09-20,18.959801,19.388201,18.122000,19.200001,19.200001,2130000
2011-09-21,19.180000,19.799999,18.179800,18.400000,18.400000,2835000
2011-09-22,17.580000,17.700001,16.700001,16.700001,16.700001,4935000
2011-09-23,16.700001,17.200001,16.365999,16.500000,16.500000,2915000
2011-09-26,16.860201,16.900000,16.280001,16.799801,16.799801,1075000
2011-09-27,17.299999,17.299999,16.800400,17.000000,17.000000,3275000
2011-09-28,17.180000,17.180000,14.400000,14.580000,14.580000,4375000
2011-09-29,16.459999,16.759800,15.208800,15.700000,15.700000,4220000
2011-09-30,15.500000,15.678000,14.960000,15.000000,15.000000,1515000
2011-10-03,14.360000,14.698000,13.780000,14.170800,14.170800,1780000
2011-10-04,14.169800,14.169800,12.060000,13.000000,13.000000,6410000
2011-10-05,13.300000,14.259800,12.999800,14.160000,14.160000,7925000
2011-10-06,14.300000,16.198601,14.300000,15.600000,15.600000,3515000
2011-10-07,15.998800,16.400000,14.360000,14.500000,14.500000,1580000
2011-10-10,14.999800,15.480000,14.599800,15.480000,15.480000,920000
2011-10-11,15.479200,15.600000,15.102000,15.400000,15.400000,870000
2011-10-13,15.600000,15.879800,15.000200,15.700000,15.700000,1385000
2011-10-14,15.998800,16.200001,15.400000,15.900000,15.900000,1135000
2011-10-17,15.799400,15.799400,15.000000,15.000000,15.000000,1615000
2011-10-18,14.900000,15.460000,14.600000,15.460000,15.460000,1420000
2011-10-19,15.500000,16.400000,15.200000,16.360001,16.360001,3695000
2011-10-20,16.360001,16.900000,15.840000,16.396000,16.396000,2870000
2011-10-21,16.860001,17.280001,15.500000,16.100000,16.100000,2835000
2011-10-24,15.379800,15.739800,14.700000,14.700000,14.700000,3490000
2011-10-25,14.760000,15.780000,14.400200,15.780000,15.780000,4040000
2011-10-26,15.980000,16.299999,15.400000,16.000000,16.000000,3045000
2011-10-27,16.900000,17.200001,16.520399,16.799999,16.799999,2450000
2011-10-28,16.600000,16.957800,16.400000,16.500000,16.500000,1950000
2011-10-31,16.980000,17.139999,16.600000,17.120001,17.120001,5040000
2011-11-01,16.440001,16.761400,16.400000,16.400000,16.400000,3855000
2011-11-03,16.880199,16.880199,16.500000,16.600000,16.600000,3015000
2011-11-04,16.399799,17.299999,16.320000,17.299999,17.299999,2755000
2011-11-07,17.299999,18.239799,17.299999,18.100000,18.100000,2685000
2011-11-08,15.999600,16.100201,15.000000,15.000000,15.000000,8490000
2011-11-09,14.740000,15.200000,14.400000,14.758000,14.758000,4660000
2011-11-10,14.820200,15.100000,13.000000,13.000000,13.000000,5490000
2011-11-11,13.779000,14.359800,13.113000,13.802000,13.802000,3715000
2011-11-14,13.748000,14.259800,12.840400,12.961800,12.961800,1575000
2011-11-16,12.900000,13.099600,12.519400,12.957800,12.957800,2635000
2011-11-17,12.800000,13.299400,12.417800,12.700000,12.700000,1970000
2011-11-18,12.820200,12.959800,12.600000,12.802000,12.802000,950000
2011-11-21,12.802000,12.802000,12.802000,12.802000,12.802000,0
2011-11-22,11.642000,11.979000,10.940200,11.900000,11.900000,3235000
2011-11-23,11.599800,12.260600,11.580200,12.000000,12.000000,2840000
2011-11-24,12.260000,12.360000,12.000000,12.000000,12.000000,1205000
2011-11-25,11.900000,12.280200,11.520400,11.600000,11.600000,1320000
2011-11-28,11.940000,12.230000,11.800000,11.800000,11.800000,1435000
2011-11-29,11.993800,12.340000,11.780200,12.320000,12.320000,1295000
2011-11-30,12.300000,13.360000,12.100000,13.300000,13.300000,2645000
2011-12-01,13.400200,13.800200,12.822000,12.980000,12.980000,2310000
2011-12-02,13.100000,13.700200,12.802000,13.660000,13.660000,2775000
2011-12-05,13.900400,14.260000,13.540000,13.540000,13.540000,1395000
2011-12-06,13.660000,13.694200,12.330000,12.743200,12.743200,2700000
2011-12-07,12.900000,12.900000,12.313400,12.313400,12.313400,2710000
2011-12-08,12.260000,12.696400,12.050600,12.294200,12.294200,1850000
2011-12-09,12.359800,12.539800,11.840200,12.041000,12.041000,3525000
2011-12-12,11.840200,12.100000,11.701200,11.959800,11.959800,1740000
2011-12-13,12.000000,12.200600,11.760400,11.850000,11.850000,1255000
2011-12-14,12.100000,12.100000,11.100200,11.250000,11.250000,6140000
2011-12-15,11.300200,11.500000,11.100000,11.317800,11.317800,2600000
2011-12-16,11.399800,11.580000,10.946200,10.985000,10.985000,1260000
2011-12-19,10.900000,11.000000,10.439800,10.522400,10.522400,2155000
2011-12-20,10.590000,11.200000,10.360000,11.200000,11.200000,1995000
2011-12-21,11.200000,11.400000,10.960200,11.060000,11.060000,1220000
2011-12-22,11.060000,11.459800,10.900000,11.000000,11.000000,1430000
2011-12-23,11.100000,11.342000,11.020000,11.090200,11.090200,790000
2011-12-26,11.199000,11.275200,11.090000,11.260000,11.260000,215000
2011-12-27,11.335200,11.400000,10.900000,11.400000,11.400000,765000
2011-12-28,11.400000,11.670000,11.200000,11.500200,11.500200,975000
2011-12-29,11.500000,11.600000,11.199800,11.360000,11.360000,1385000
2012-01-02,11.400000,11.600000,11.180000,11.600000,11.600000,425000
2012-01-03,11.200000,11.260000,10.100000,10.100000,10.100000,5315000
2012-01-04,10.099800,10.099800,8.000200,8.100200,8.100200,14460000
2012-01-05,8.000000,8.600000,7.620000,8.300000,8.300000,12045000
2012-01-06,8.400600,8.588000,8.130000,8.130000,8.130000,4195000
2012-01-09,8.199800,8.267600,7.740000,7.929200,7.929200,5140000
2012-01-10,8.099800,8.112000,7.700200,7.760000,7.760000,3270000
2012-01-11,7.760000,8.089800,7.440000,7.980000,7.980000,5660000
2012-01-12,8.097800,8.239800,7.860000,8.000000,8.000000,4220000
2012-01-13,8.140000,8.340000,7.984000,8.200000,8.200000,2860000
2012-01-16,8.200000,8.200000,8.200000,8.200000,8.200000,0
2012-01-17,8.480000,8.700000,8.380200,8.590000,8.590000,2340000
2012-01-18,8.699800,9.250000,8.599800,9.250000,9.250000,3275000
2012-01-19,9.279800,9.599800,9.040200,9.140000,9.140000,5510000
2012-01-20,9.200400,9.350000,9.062000,9.298000,9.298000,2930000
2012-01-23,9.181600,9.320000,9.080000,9.220000,9.220000,2345000
2012-01-24,9.220000,9.339800,9.040200,9.160000,9.160000,3565000
2012-01-26,9.200000,9.460000,9.199800,9.219800,9.219800,2070000
2012-01-27,9.200000,9.500000,9.140000,9.200000,9.200000,2035000
2012-01-30,8.880000,9.559800,8.680000,9.460000,9.460000,6155000
2012-01-31,9.560200,9.680000,9.025400,9.160000,9.160000,3235000
2012-02-01,9.339800,9.500000,9.040000,9.500000,9.500000,2635000
2012-02-02,9.399600,9.600000,9.200000,9.200200,9.200200,3270000
2012-02-03,9.200000,9.398600,9.140200,9.244000,9.244000,2730000
2012-02-06,9.780000,9.879800,9.244000,9.440200,9.440200,5050000
2012-02-07,9.359800,9.540000,9.339800,9.440000,9.440000,2895000
2012-02-08,9.450200,9.600000,9.450200,9.535000,9.535000,2940000
2012-02-09,9.430000,9.980000,9.430000,9.980000,9.980000,3215000
2012-02-10,9.919800,10.500000,9.800000,10.500000,10.500000,6475000
2012-02-13,10.500000,10.500000,10.500000,10.500000,10.500000,0
2012-02-14,10.790800,11.400000,10.790800,11.000000,11.000000,7215000
2012-02-15,11.240200,11.300000,10.700400,11.080000,11.080000,3470000
2012-02-16,11.060000,11.399800,10.840000,11.300000,11.300000,2780000
2012-02-17,11.478800,11.500000,11.180000,11.352800,11.352800,2220000
2012-02-23,12.579400,12.798000,11.960000,12.043000,12.043000,3045000
2012-02-24,12.200000,12.300000,11.840000,11.960200,11.960200,2225000
2012-02-27,11.920000,12.659800,11.702000,12.563800,12.563800,3535000
2012-02-28,12.699600,13.100000,12.699600,13.078400,13.078400,2665000
2012-02-29,13.200000,13.980000,12.980000,13.640000,13.640000,6050000
2012-03-01,13.860000,14.359600,13.859800,14.020000,14.020000,4210000
2012-03-02,14.040000,14.644400,13.640000,13.702000,13.702000,7645000
2012-03-05,13.420000,13.760000,12.646200,13.610000,13.610000,5490000
2012-03-06,13.275000,13.879800,13.200000,13.500000,13.500000,4480000
2012-03-07,13.800000,13.860000,13.400000,13.500000,13.500000,3360000
2012-03-08,13.622200,13.759400,13.340000,13.500200,13.500200,2590000
2012-03-09,13.620400,13.620400,13.404000,13.540000,13.540000,1775000
2012-03-12,13.442400,13.920000,13.442400,13.700000,13.700000,2755000
2012-03-13,13.720200,13.999600,13.360000,13.600000,13.600000,2655000
2012-03-14,13.600000,13.600000,13.600000,13.600000,13.600000,0
2012-03-15,13.400200,13.780000,13.400000,13.641000,13.641000,1935000
2012-03-16,13.420000,13.999800,13.360200,13.999800,13.999800,6330000
2012-03-19,13.999800,13.999800,13.999800,13.999800,13.999800,0
2012-03-20,13.600000,13.799800,13.500000,13.600000,13.600000,2320000
2012-03-21,13.700000,13.750000,13.400000,13.400000,13.400000,2165000
2012-03-22,13.420000,13.500000,12.400000,12.400000,12.400000,3825000
2012-03-23,12.400400,13.399800,11.820000,12.800000,12.800000,4380000
2012-03-26,12.900200,13.099800,12.680000,12.700200,12.700200,755000
2012-03-27,12.800000,12.880000,12.300000,12.799800,12.799800,1200000
2012-03-28,12.800000,12.900000,12.060400,12.180000,12.180000,2485000
2012-03-29,12.180000,12.959800,11.960000,12.600000,12.600000,2255000
2012-03-30,12.660200,12.958000,12.480000,12.645200,12.645200,3470000
2012-04-02,12.780000,12.780000,12.100600,12.400000,12.400000,1535000
2012-04-03,12.600000,12.669400,12.220200,12.400000,12.400000,1310000
2012-04-04,12.219800,12.400000,11.860400,11.900000,11.900000,2385000
2012-04-05,12.000000,12.079400,11.730400,11.860000,11.860000,1295000
2012-04-09,11.600400,11.860000,11.420000,11.622000,11.622000,2325000
2012-04-10,11.660000,11.660000,10.654000,10.700000,10.700000,3560000
2012-04-11,10.700000,10.700000,10.700000,10.700000,10.700000,0
2012-04-12,11.100000,11.500000,10.630000,11.360000,11.360000,2540000
2012-04-13,11.350000,11.350000,10.922000,11.200000,11.200000,880000
2012-04-16,11.240000,11.300000,11.000000,11.000000,11.000000,1115000
2012-04-17,11.040200,11.096000,10.222000,10.222000,10.222000,3695000
2012-04-18,10.244000,10.340000,9.900000,10.300000,10.300000,2715000
2012-04-19,10.290000,10.290000,10.040000,10.199800,10.199800,1260000
2012-04-20,10.280000,10.356000,10.042200,10.259600,10.259600,800000
2012-04-23,10.100200,10.165000,9.760000,9.900000,9.900000,1745000
2012-04-24,9.760000,10.020000,9.520200,9.900000,9.900000,1160000
2012-04-25,10.000000,10.000000,9.660000,9.770200,9.770200,1720000
2012-04-26,9.760000,10.280000,9.700000,10.280000,10.280000,1290000
2012-04-27,10.359800,11.000000,10.359800,11.000000,11.000000,1520000
2012-04-30,11.002000,11.486600,10.900000,10.960000,10.960000,2540000
2012-05-02,11.000000,11.380000,10.700000,10.760000,10.760000,1210000
2012-05-03,10.702000,10.800000,9.838000,9.940200,9.940200,4030000
2012-05-04,9.860000,10.250000,9.860000,10.250000,10.250000,1950000
2012-05-07,10.259600,10.479800,9.960000,10.400000,10.400000,1255000
2012-05-08,10.400000,10.401600,9.440000,9.700000,9.700000,2020000
2012-05-09,9.600000,9.600000,9.160000,9.368800,9.368800,4725000
2012-05-10,9.500000,9.620000,9.202200,9.202200,9.202200,1905000
2012-05-11,9.360000,9.880000,9.244200,9.700000,9.700000,2345000
2012-05-14,8.440000,9.000000,8.235200,8.300000,8.300000,4475000
2012-05-15,8.380200,8.600000,8.040200,8.280200,8.280200,1140000
2012-05-16,8.280200,8.280200,8.280200,8.280200,8.280200,0
2012-05-17,8.200000,8.340000,7.820600,7.820600,7.820600,2080000
2012-05-18,7.840000,7.954000,7.300200,7.497400,7.497400,3480000
2012-05-21,7.497400,7.497400,7.497400,7.497400,7.497400,0
